Gene	CC_1	CC_2	CC_3	CI_1	CI_2	CI_3	SC_1	SC_2	SI_1	SI_2	SI_3	Symbol	Chromosome	Genetype	Description
ENSMUSG00000049940.7	14.3	17.44	16.07	12.27	15.65	15.37	14.59	18.35	18.15	14.79	16.92	Pgrmc2	chr3	protein_coding	progesterone receptor membrane component 2
ENSMUSG00000021819.10	9.65	7.74	6.87	8.27	7.51	6.9	9.09	7.57	10.53	7.98	8.18	Zswim8	chr14	protein_coding	zinc finger SWIM-type containing 8
ENSMUSG00000075587.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	Gm11531	chr11	processed_pseudogene	predicted gene 11531
ENSMUSG00000078652.7	16.93	19.18	18.39	17.77	16.08	16.94	20.73	16.82	15.72	15.78	18.48	Psme3	chr11	protein_coding	proteaseome (prosome, macropain) activator subunit 3 (PA28 gamma, Ki)
ENSMUSG00000085113.1	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	B130011K05Rik	chr11	lincRNA	RIKEN cDNA B130011K05 gene
ENSMUSG00000045534.3	17.47	20.29	13.67	4.09	10.95	11.38	6.9	11.18	4.36	8.7	16.87	Kcna5	chr6	protein_coding	potassium voltage-gated channel, shaker-related subfamily, member 5
ENSMUSG00000028538.10	18.11	21.53	20.31	17.32	18.29	19.45	20.62	19.77	18.76	18.82	20.73	St3gal3	chr4	protein_coding	ST3 beta-galactoside alpha-2,3-sialyltransferase 3
ENSMUSG00000020542.16	3.07	5.15	4.8	7.98	4.7	3.43	5.73	4.8	9.33	6.25	6.85	Myocd	chr11	protein_coding	myocardin
ENSMUSG00000049871.11	0.23	0.43	0.25	0.34	0.25	0.27	0.13	0.2	0.32	0.11	0.42	Nlrc3	chr16	protein_coding	NLR family, CARD domain containing 3
ENSMUSG00000039633.6	3.56	2.98	2.72	3.99	2.49	3.49	4.79	4.13	5.5	3.93	1.98	Lonrf1	chr8	protein_coding	LON peptidase N-terminal domain and ring finger 1
ENSMUSG00000100932.1	0.1	0.0	0.0	0.18	0.0	0.0	0.16	0.0	0.0	0.07	0.0	Gm29459	chr13	lincRNA	predicted gene 29459
ENSMUSG00000021767.14	2.08	2.58	2.53	3.16	1.9	1.93	2.57	2.6	2.74	2.63	2.33	Kat6b	chr14	protein_coding	K(lysine) acetyltransferase 6B
ENSMUSG00000090352.3	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	Gm3972	chr7	unprocessed_pseudogene	predicted gene 3972
ENSMUSG00000056832.12	0.25	0.4	0.41	0.32	0.34	0.34	0.45	0.47	0.41	0.37	0.28	Ttc26	chr6	protein_coding	tetratricopeptide repeat domain 26
ENSMUSG00000106269.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	RP23-443N7.6	chr5	lincRNA	--
ENSMUSG00000089993.1	0.0	0.06	0.0	0.0	0.03	0.0	0.12	0.0	0.0	0.0	0.03	Gm5822	chr19	processed_pseudogene	predicted gene 5822
ENSMUSG00000052520.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	Cyp2j5	chr4	protein_coding	cytochrome P450, family 2, subfamily j, polypeptide 5
ENSMUSG00000020475.3	773.36	558.78	519.32	586.36	493.79	575.01	721.15	479.21	648.35	516.09	643.0	Pgam2	chr11	protein_coding	phosphoglycerate mutase 2
ENSMUSG00000038331.13	0.09	0.05	0.09	0.11	0.08	0.07	0.14	0.07	0.11	0.06	0.09	Satb2	chr1	protein_coding	special AT-rich sequence binding protein 2
ENSMUSG00000031448.10	346.24	322.77	279.5	311.37	310.34	316.6	291.17	257.33	505.78	232.28	480.71	Adprhl1	chr8	protein_coding	ADP-ribosylhydrolase like 1
ENSMUSG00000092301.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	Gm6887	chr7	processed_pseudogene	predicted gene 6887
ENSMUSG00000045036.12	0.02	0.02	0.02	0.02	0.0	0.01	0.0	0.0	0.11	0.01	0.0	Tmem232	chr17	protein_coding	transmembrane protein 232
ENSMUSG00000029188.12	0.0	0.01	0.02	0.02	0.04	0.02	0.0	0.01	0.0	0.0	0.0	Slc34a2	chr5	protein_coding	solute carrier family 34 (sodium phosphate), member 2
ENSMUSG00000040957.12	1.94	2.35	2.26	1.43	2.47	2.1	1.69	2.79	2.46	2.15	2.57	Cables1	chr18	protein_coding	CDK5 and Abl enzyme substrate 1
ENSMUSG00000097935.1	0.0	0.04	0.0	0.05	0.0	0.0	0.08	0.0	0.0	0.04	0.04	Gm3809	chr1	processed_pseudogene	predicted gene 3809
ENSMUSG00000021712.12	2.63	3.29	3.9	3.55	3.29	2.81	3.37	4.58	3.48	3.39	3.4	Trim23	chr13	protein_coding	tripartite motif-containing 23
ENSMUSG00000069911.8	0.0	0.0	0.01	0.02	0.0	0.02	0.0	0.0	0.03	0.0	0.01	Fam196b	chr11	protein_coding	family with sequence similarity 196, member B
ENSMUSG00000030956.13	3.56	4.62	3.96	4.04	2.74	3.32	5.23	3.92	3.78	3.45	4.34	Fam53b	chr7	protein_coding	family with sequence similarity 53, member B
ENSMUSG00000074555.5	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.09	0.0	0.0	0.0	Gm10714	chr2	antisense	predicted gene 10714
ENSMUSG00000083382.1	0.11	0.19	0.0	0.0	0.09	0.08	0.05	0.09	0.09	0.0	0.05	Gm6433	chr5	processed_pseudogene	predicted gene 6433
ENSMUSG00000047909.9	3.84	3.22	3.14	4.08	2.59	2.72	3.8	3.67	3.17	3.42	3.41	Ankrd16	chr2	protein_coding	ankyrin repeat domain 16
ENSMUSG00000000001.4	6.42	8.78	8.29	7.22	14.95	12.89	6.68	8.18	9.57	13.82	12.13	Gnai3	chr3	protein_coding	guanine nucleotide binding protein (G protein), alpha inhibiting 3
ENSMUSG00000074768.5	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	Bhmt	chr13	protein_coding	betaine-homocysteine methyltransferase
ENSMUSG00000039891.6	90.27	106.88	108.68	110.44	98.43	90.64	126.19	137.04	121.42	102.96	96.3	Txlnb	chr10	protein_coding	taxilin beta
ENSMUSG00000026516.8	1.75	1.87	2.08	1.51	1.65	1.6	1.84	2.12	1.69	1.82	1.8	Nvl	chr1	protein_coding	nuclear VCP-like
ENSMUSG00000026749.9	0.65	0.57	0.83	0.57	0.92	1.03	0.44	0.96	0.63	0.92	0.95	Nek6	chr2	protein_coding	NIMA (never in mitosis gene a)-related expressed kinase 6
ENSMUSG00000030207.13	1.18	1.42	1.43	1.09	1.19	1.3	1.2	1.49	1.65	1.04	1.63	8430419L09Rik	chr6	protein_coding	RIKEN cDNA 8430419L09 gene
ENSMUSG00000043498.3	0.0	0.01	0.0	0.0	0.02	0.01	0.0	0.0	0.0	0.01	0.0	9330132A10Rik	chr18	pseudogene	RIKEN cDNA 9330132A10 gene
ENSMUSG00000001802.14	2.67	2.63	2.76	2.56	2.37	2.32	2.89	2.47	4.19	3.12	2.75	Lrp3	chr7	protein_coding	low density lipoprotein receptor-related protein 3
ENSMUSG00000091827.2	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	Gm3495	chr5	protein_coding	--
ENSMUSG00000105103.1	1.4	1.25	1.23	1.77	0.87	1.05	1.03	1.58	1.0	1.2	1.31	RP24-565B3.5	chr3	protein_coding	--
ENSMUSG00000054237.5	7.98	7.62	8.19	7.38	8.02	8.54	8.23	7.69	6.87	7.55	9.3	Fra10ac1	chr19	protein_coding	FRA10AC1 homolog (human)
ENSMUSG00000048911.13	0.49	0.86	0.73	0.67	0.95	0.93	0.61	0.77	0.52	0.89	0.92	Rnf24	chr2	protein_coding	ring finger protein 24
ENSMUSG00000025417.7	10.4	13.04	11.61	11.5	11.74	10.77	13.02	12.66	16.68	12.34	12.05	Pip4k2c	chr10	protein_coding	phosphatidylinositol-5-phosphate 4-kinase, type II, gamma
ENSMUSG00000004371.12	0.11	0.16	0.0	0.03	0.06	0.03	0.06	0.0	0.22	0.08	0.18	Il11	chr7	protein_coding	interleukin 11
ENSMUSG00000041423.14	0.18	0.15	0.24	0.19	0.27	0.15	0.56	0.41	0.47	0.34	0.14	Paqr6	chr3	protein_coding	progestin and adipoQ receptor family member VI
ENSMUSG00000097313.1	0.03	0.02	0.06	0.05	0.05	0.02	0.0	0.04	0.0	0.0	0.0	Gm26569	chr16	lincRNA	predicted gene, 26569
ENSMUSG00000040105.3	3.43	4.06	3.66	2.6	2.41	3.21	3.56	3.57	1.87	2.68	2.75	Ppapdc2	chr19	protein_coding	phosphatidic acid phosphatase type 2 domain containing 2
ENSMUSG00000043419.10	0.17	0.2	0.07	0.16	0.14	0.16	0.14	0.41	0.32	0.29	0.37	Chd3os	chr11	processed_transcript	chromodomain helicase DNA binding protein 3, opposite strand
ENSMUSG00000046618.7	1.21	1.88	1.81	1.35	1.61	1.83	1.59	1.89	1.83	1.9	2.02	Olfml2a	chr2	protein_coding	olfactomedin-like 2A
ENSMUSG00000107005.1	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	RP23-201C9.2	chr5	TEC	--
ENSMUSG00000031954.5	17.94	18.18	18.82	15.28	21.36	19.47	15.12	18.63	14.91	18.78	20.57	Cfdp1	chr8	protein_coding	craniofacial development protein 1
ENSMUSG00000098196.1	0.06	0.1	0.06	0.06	0.05	0.0	0.05	0.09	0.0	0.04	0.05	Gm26964	chr11	lincRNA	predicted gene, 26964
ENSMUSG00000030216.10	15.32	14.96	15.09	15.81	14.83	15.53	19.65	15.11	18.96	16.31	17.3	Wbp11	chr6	protein_coding	WW domain binding protein 11
ENSMUSG00000056569.8	0.15	0.06	0.17	0.05	0.5	0.11	0.06	0.17	0.89	0.17	0.16	Mpz	chr1	protein_coding	myelin protein zero
ENSMUSG00000045868.10	0.26	0.39	0.36	0.18	0.51	0.47	0.19	0.39	0.24	0.29	0.34	Gvin1	chr7	protein_coding	GTPase, very large interferon inducible 1
ENSMUSG00000024261.5	0.0	0.01	0.04	0.0	0.03	0.0	0.0	0.01	0.05	0.02	0.01	Syt4	chr18	protein_coding	synaptotagmin IV
ENSMUSG00000097791.1	0.22	0.35	0.1	0.24	0.08	0.18	0.22	0.23	0.25	0.17	0.18	Gm17315	chr17	lincRNA	predicted gene, 17315
ENSMUSG00000105342.1	0.08	0.07	0.12	0.07	0.0	0.23	0.07	0.12	0.06	0.03	0.03	RP24-89C11.1	chr3	sense_intronic	--
ENSMUSG00000092522.1	0.05	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	Gm20389	chr3	antisense	predicted gene 20389
ENSMUSG00000009681.9	2.23	2.33	2.18	2.71	5.16	3.56	1.94	2.58	4.14	3.77	3.18	Bcr	chr10	protein_coding	breakpoint cluster region
ENSMUSG00000030301.15	8.41	10.89	10.72	8.08	10.01	10.43	9.75	10.72	9.22	9.37	10.45	Ccdc91	chr6	protein_coding	coiled-coil domain containing 91
ENSMUSG00000081664.1	0.0	0.0	0.0	0.06	0.0	0.02	0.03	0.05	0.0	0.07	0.0	Gm15544	chr7	processed_pseudogene	predicted gene 15544
ENSMUSG00000031673.5	1.08	1.16	1.35	0.73	1.22	1.11	0.92	2.05	1.64	1.56	0.95	Cdh11	chr8	protein_coding	cadherin 11
ENSMUSG00000104309.1	0.07	0.12	0.22	0.23	0.12	0.1	0.21	0.11	0.23	0.1	0.28	Gm5846	chr3	processed_pseudogene	predicted gene 5846
ENSMUSG00000029844.9	0.24	0.06	0.11	0.16	0.18	0.39	0.13	0.12	0.06	0.14	0.04	Hoxa1	chr6	protein_coding	homeobox A1
ENSMUSG00000068856.3	7.08	6.98	8.41	6.1	6.07	6.58	7.14	7.03	5.94	6.33	7.15	Sf3b4	chr3	protein_coding	splicing factor 3b, subunit 4
ENSMUSG00000066595.7	1.01	1.09	1.1	1.26	1.51	1.53	1.07	1.11	1.37	1.72	1.37	Mfsd7b	chr1	protein_coding	major facilitator superfamily domain containing 7B
ENSMUSG00000042508.14	3.39	3.3	3.34	2.75	3.13	3.65	3.01	4.76	2.04	2.71	3.21	Dmtf1	chr5	protein_coding	cyclin D binding myb-like transcription factor 1
ENSMUSG00000039798.2	0.14	0.24	0.36	0.13	0.15	0.11	0.24	0.22	0.35	0.1	0.29	2600006K01Rik	chr2	antisense	RIKEN cDNA 2600006K01 gene
ENSMUSG00000030774.11	0.27	0.74	0.7	0.26	0.54	0.7	0.38	0.8	0.36	0.35	0.59	Pak1	chr7	protein_coding	p21 protein (Cdc42/Rac)-activated kinase 1
ENSMUSG00000083374.1	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	Gm11449	chr2	processed_pseudogene	predicted gene 11449
ENSMUSG00000026928.12	0.52	0.65	0.44	0.51	0.51	0.55	0.74	0.66	0.3	0.37	0.39	Card9	chr2	protein_coding	caspase recruitment domain family, member 9
ENSMUSG00000061787.12	623.78	582.24	560.52	485.58	599.11	611.56	448.53	590.39	450.78	599.15	585.71	Rps17	chr7	protein_coding	ribosomal protein S17
ENSMUSG00000041961.12	0.42	0.48	0.61	0.74	0.53	0.47	0.67	0.6	0.88	0.74	0.62	Znrf3	chr11	protein_coding	zinc and ring finger 3
ENSMUSG00000092074.1	0.53	0.79	0.75	0.25	0.28	0.35	0.17	0.57	0.28	0.48	0.43	Dynlt1a	chr17	protein_coding	dynein light chain Tctex-type 1A
ENSMUSG00000022805.14	0.01	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.02	0.01	0.0	Maats1	chr16	protein_coding	MYCBP-associated, testis expressed 1
ENSMUSG00000077506.1	0.0	0.0	0.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Scarna9	chr9	snoRNA	small Cajal body-specific RNA 9
ENSMUSG00000034109.13	4.25	6.5	6.22	4.64	5.76	5.71	4.59	5.6	5.97	5.89	6.54	Golim4	chr3	protein_coding	golgi integral membrane protein 4
ENSMUSG00000095351.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	Igkv3-2	chr6	IG_V_gene	immunoglobulin kappa variable 3-2
ENSMUSG00000087052.1	0.02	0.04	0.05	0.04	0.02	0.02	0.02	0.02	0.08	0.05	0.07	Gm8093	chr9	transcribed_processed_pseudogene	predicted gene 8093
ENSMUSG00000031021.11	14.8	19.61	17.75	15.8	18.13	17.97	16.94	15.37	15.81	17.42	18.89	Tmem9b	chr7	protein_coding	TMEM9 domain family, member B
ENSMUSG00000038491.9	0.31	0.9	0.72	0.21	0.69	0.56	0.38	0.72	0.4	0.82	0.32	Cdk19os	chr10	antisense	cyclin-dependent kinase 19, opposite strand
ENSMUSG00000097135.1	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.01	0.0	0.0	0.0	4932430I15Rik	chr5	lincRNA	RIKEN cDNA 4932430I15 gene
ENSMUSG00000030167.13	0.0	0.0	0.03	0.07	0.04	0.02	0.02	0.04	0.0	0.02	0.0	Klrc1	chr6	protein_coding	killer cell lectin-like receptor subfamily C, member 1
ENSMUSG00000104774.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	RP23-395E24.4	chr5	processed_pseudogene	--
ENSMUSG00000079639.4	0.0	0.0	0.0	0.05	0.04	0.0	0.0	0.0	0.0	0.0	0.0	Rhox4a	chrX	protein_coding	reproductive homeobox 4A
ENSMUSG00000105867.1	1.35	0.89	0.75	1.46	1.3	1.24	2.07	1.29	1.83	1.41	1.36	RP24-317M4.6	chr5	lincRNA	--
ENSMUSG00000085248.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	Gm11587	chr1	lincRNA	predicted gene 11587
ENSMUSG00000050604.1	0.06	0.31	0.56	0.39	0.4	0.27	0.36	0.19	0.71	0.34	0.1	3110021A11Rik	chr6	protein_coding	RIKEN cDNA 3110021A11 gene
ENSMUSG00000031380.10	1.11	1.54	1.44	1.17	0.78	1.12	1.31	1.03	1.41	0.96	0.63	Figf	chrX	protein_coding	c-fos induced growth factor
ENSMUSG00000029405.14	3.9	5.32	5.06	4.88	3.95	4.35	5.26	4.57	4.52	5.01	4.85	G3bp2	chr5	protein_coding	GTPase activating protein (SH3 domain) binding protein 2
ENSMUSG00000021200.12	173.83	125.79	124.12	154.83	113.04	136.44	180.74	133.11	183.6	126.06	142.21	Asb2	chr12	protein_coding	ankyrin repeat and SOCS box-containing 2
ENSMUSG00000020335.11	0.52	0.45	0.52	0.45	0.28	0.39	0.71	0.87	0.59	0.5	0.48	Zfp354b	chr11	protein_coding	zinc finger protein 354B
ENSMUSG00000019845.7	0.1	0.19	0.12	0.19	0.18	0.09	0.36	0.26	0.2	0.18	0.14	Tube1	chr10	protein_coding	epsilon-tubulin 1
ENSMUSG00000030770.12	7.73	9.48	8.88	7.41	8.62	9.33	7.43	8.37	8.19	8.93	9.63	Parva	chr7	protein_coding	parvin, alpha
ENSMUSG00000018012.9	1.19	1.6	1.79	0.77	1.22	0.89	1.15	0.75	0.81	0.95	1.05	Rac3	chr11	protein_coding	RAS-related C3 botulinum substrate 3
ENSMUSG00000074171.1	0.31	0.09	0.64	0.19	0.95	0.46	0.45	0.64	0.26	0.37	0.68	Gm6658	chr8	protein_coding	predicted gene 6658
ENSMUSG00000059900.12	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.04	0.02	0.0	Tmem40	chr6	protein_coding	transmembrane protein 40
ENSMUSG00000001750.13	5.11	3.85	3.78	3.35	4.03	4.9	4.15	4.32	2.93	3.95	5.2	Tcirg1	chr19	protein_coding	T cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein A3
ENSMUSG00000039715.8	3.1	3.04	2.8	1.96	3.26	2.49	3.04	3.4	3.17	2.55	2.73	Wdr34	chr2	protein_coding	WD repeat domain 34
ENSMUSG00000082099.1	0.0	0.0	0.0	0.0	0.0	0.48	0.0	0.49	0.0	0.0	0.26	Gm12013	chr11	processed_pseudogene	predicted gene 12013
ENSMUSG00000017670.14	2.5	3.5	3.28	2.69	2.85	2.71	3.04	2.77	2.98	2.72	3.51	Elmo2	chr2	protein_coding	engulfment and cell motility 2
ENSMUSG00000057134.4	4.32	4.25	4.73	4.4	4.1	4.49	5.69	4.91	4.32	3.9	4.6	Ado	chr10	protein_coding	2-aminoethanethiol (cysteamine) dioxygenase
ENSMUSG00000079685.7	0.79	0.76	0.22	0.28	0.18	0.3	0.54	0.36	0.41	0.7	0.4	Ulbp1	chr10	protein_coding	UL16 binding protein 1
ENSMUSG00000085095.1	0.24	0.1	0.31	0.22	0.15	0.04	0.15	0.23	0.05	0.3	0.19	Gm15635	chr7	antisense	predicted gene 15635
ENSMUSG00000082458.1	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	Gm9430	chrX	processed_pseudogene	predicted gene 9430
ENSMUSG00000042462.4	23.85	25.7	23.16	17.9	22.17	22.8	22.94	19.92	19.09	18.52	24.05	Dctpp1	chr7	protein_coding	dCTP pyrophosphatase 1
ENSMUSG00000086841.1	21.98	17.21	13.53	13.69	37.42	21.44	12.2	23.08	18.98	25.8	24.74	2410006H16Rik	chr11	processed_transcript	RIKEN cDNA 2410006H16 gene
ENSMUSG00000078572.3	48.93	37.4	39.24	38.0	37.92	36.34	40.98	34.15	43.88	34.82	40.91	1810043H04Rik	chr11	protein_coding	RIKEN cDNA 1810043H04 gene
ENSMUSG00000068739.11	16.23	15.4	15.18	14.69	14.48	15.59	16.76	15.23	17.55	13.69	16.71	Sars	chr3	protein_coding	seryl-aminoacyl-tRNA synthetase
ENSMUSG00000032598.8	2.81	3.13	3.03	2.39	2.53	2.56	3.41	2.66	2.96	2.85	3.19	Nckipsd	chr9	protein_coding	NCK interacting protein with SH3 domain
ENSMUSG00000016918.13	2.75	4.85	4.14	2.64	3.33	5.49	3.19	4.4	3.31	3.05	3.63	Sulf1	chr1	protein_coding	sulfatase 1
ENSMUSG00000096157.1	0.0	0.03	0.03	0.0	0.02	0.02	0.0	0.02	0.0	0.04	0.0	Gm5472	chr15	processed_pseudogene	predicted gene 5472
ENSMUSG00000032413.10	1.07	1.08	1.03	0.94	1.07	1.12	0.96	1.39	0.83	1.13	1.03	Rasa2	chr9	protein_coding	RAS p21 protein activator 2
ENSMUSG00000092680.1	0.62	0.53	1.93	0.58	2.6	1.87	1.08	0.49	1.05	2.23	2.04	Snord55	chr4	snoRNA	small nucleolar RNA, C/D box 55
ENSMUSG00000104709.1	0.0	0.0	0.0	0.02	0.0	0.0	0.04	0.0	0.04	0.0	0.0	RP24-231P10.4	chr5	TEC	--
ENSMUSG00000040650.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	Cyp2b23	chr7	protein_coding	cytochrome P450, family 2, subfamily b, polypeptide 23
ENSMUSG00000043535.11	3.33	4.22	3.82	4.18	2.87	3.19	4.33	3.8	3.71	3.67	2.94	Setx	chr2	protein_coding	senataxin
ENSMUSG00000091160.1	0.34	0.29	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.28	Gm17133	chr17	antisense	predicted gene 17133
ENSMUSG00000087412.3	0.93	1.04	2.0	1.48	1.79	1.99	1.06	1.28	1.38	1.44	1.52	Gm15501	chr7	transcribed_processed_pseudogene	predicted pseudogene 15501
ENSMUSG00000096448.1	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gm5808	chr15	processed_pseudogene	predicted gene 5808
ENSMUSG00000061718.10	0.25	0.13	0.18	0.45	0.69	0.04	0.22	0.43	9.22	0.33	0.08	Ppp1r1b	chr11	protein_coding	protein phosphatase 1, regulatory (inhibitor) subunit 1B
ENSMUSG00000020546.12	0.41	0.69	0.49	0.56	0.4	0.52	0.57	0.73	0.64	0.59	0.53	Stxbp4	chr11	protein_coding	syntaxin binding protein 4
ENSMUSG00000023341.12	0.69	0.5	0.5	1.18	1.34	1.08	0.58	0.92	1.89	2.39	2.38	Mx2	chr16	polymorphic_pseudogene	MX dynamin-like GTPase 2
ENSMUSG00000031872.11	0.51	0.57	0.62	0.27	0.91	0.65	0.29	0.35	0.61	0.37	0.84	Bean1	chr8	protein_coding	brain expressed, associated with Nedd4, 1
ENSMUSG00000029370.8	0.0	0.0	0.0	0.0	0.02	0.02	0.0	0.04	0.04	0.0	0.0	Rassf6	chr5	protein_coding	Ras association (RalGDS/AF-6) domain family member 6
ENSMUSG00000026097.7	3.79	5.44	5.67	5.61	4.66	4.91	4.97	5.66	5.46	5.96	5.39	Ormdl1	chr1	protein_coding	ORM1-like 1 (S. cerevisiae)
ENSMUSG00000085295.5	0.0	0.0	0.0	0.0	0.14	0.04	0.0	0.0	0.05	0.16	0.04	4930430E12Rik	chr4	antisense	RIKEN cDNA 4930430E12 gene
ENSMUSG00000067860.9	0.01	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	Zic3	chrX	protein_coding	zinc finger protein of the cerebellum 3
ENSMUSG00000023064.4	10.59	15.7	12.53	7.42	11.71	12.75	8.67	10.62	8.88	10.18	11.34	Sncg	chr14	protein_coding	synuclein, gamma
ENSMUSG00000052270.7	0.09	0.04	0.09	0.0	0.25	0.13	0.04	0.1	0.0	0.0	0.11	Fpr2	chr17	protein_coding	formyl peptide receptor 2
ENSMUSG00000035632.14	7.36	6.79	6.65	5.73	5.61	5.56	6.35	7.31	7.32	6.82	7.2	Cnot3	chr7	protein_coding	CCR4-NOT transcription complex, subunit 3
ENSMUSG00000021403.2	0.03	0.04	0.02	0.01	0.05	0.05	0.0	0.09	0.03	0.03	0.0	Serpinb9b	chr13	protein_coding	serine (or cysteine) peptidase inhibitor, clade B, member 9b
ENSMUSG00000022538.17	4.12	3.58	4.32	3.88	4.05	3.02	4.03	3.61	4.54	3.65	4.38	Lsg1	chr16	protein_coding	large subunit GTPase 1 homolog (S. cerevisiae)
ENSMUSG00000086629.5	0.06	0.03	0.03	0.0	0.0	0.0	0.03	0.02	0.05	0.02	0.0	2810403D21Rik	chrX	processed_transcript	RIKEN cDNA 2810403D21 gene
ENSMUSG00000092097.1	0.11	0.27	0.11	0.1	0.09	0.0	0.18	0.16	0.27	0.15	0.0	Gm5819	chr18	protein_coding	predicted gene 5819
ENSMUSG00000037738.9	0.0	0.0	0.0	0.0	0.0	0.02	0.02	0.02	0.03	0.01	0.0	Nek5	chr8	protein_coding	NIMA (never in mitosis gene a)-related expressed kinase 5
ENSMUSG00000024990.10	0.46	0.42	0.16	0.04	0.79	1.31	0.49	0.44	1.05	0.3	0.19	Rbp4	chr19	protein_coding	retinol binding protein 4, plasma
ENSMUSG00000034336.3	0.0	0.0	0.0	0.0	0.0	0.01	0.03	0.0	0.03	0.0	0.0	Ina	chr19	protein_coding	internexin neuronal intermediate filament protein, alpha
ENSMUSG00000079965.2	0.0	0.08	0.0	0.0	0.07	0.0	0.08	0.0	0.0	0.0	0.0	Gm14853	chrX	processed_pseudogene	predicted gene 14853
ENSMUSG00000049336.14	0.02	0.0	0.01	0.02	0.01	0.01	0.02	0.01	0.01	0.02	0.0	Tenm2	chr11	protein_coding	teneurin transmembrane protein 2
ENSMUSG00000083798.1	0.08	0.4	0.48	0.36	0.19	0.06	0.2	0.12	0.13	0.11	0.13	Gm14584	chrX	processed_pseudogene	predicted gene 14584
ENSMUSG00000049489.5	8.82	8.93	9.72	8.87	7.82	7.61	9.25	9.18	9.36	9.39	9.77	Fam58b	chr11	protein_coding	family with sequence similarity 58, member B
ENSMUSG00000067367.7	13.21	12.02	11.98	10.55	11.71	12.93	12.0	12.49	12.45	12.28	12.63	Lyar	chr5	protein_coding	Ly1 antibody reactive clone
ENSMUSG00000032501.8	4.48	5.43	5.51	8.43	18.06	10.52	4.13	5.14	14.33	23.31	8.28	Trib1	chr15	protein_coding	tribbles homolog 1 (Drosophila)
ENSMUSG00000080365.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.28	Gm25776	chr12	snoRNA	predicted gene, 25776
ENSMUSG00000084384.3	1.56	0.8	1.16	0.7	0.62	1.31	1.73	1.31	0.68	0.67	0.86	Gm12251	chr11	processed_pseudogene	predicted gene 12251
ENSMUSG00000038368.14	1.67	2.45	2.38	2.61	2.09	2.13	2.61	1.86	2.15	2.46	2.36	Focad	chr4	protein_coding	focadhesin
ENSMUSG00000002043.14	17.52	12.91	10.68	11.18	14.23	11.77	14.91	12.51	16.7	12.17	15.54	Trappc6a	chr7	protein_coding	trafficking protein particle complex 6A
ENSMUSG00000047733.8	0.18	0.0	0.19	0.0	0.0	0.07	0.08	0.0	0.0	0.06	0.07	BC048609	chr19	protein_coding	cDNA sequence BC048609
ENSMUSG00000061928.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	Dsg1b	chr18	protein_coding	desmoglein 1 beta
ENSMUSG00000104263.1	0.93	0.36	0.4	0.39	0.06	0.35	0.74	0.53	0.09	0.15	0.19	9430062P05Rik	chr9	TEC	RIKEN cDNA 9430062P05 gene
ENSMUSG00000027584.14	0.0	0.01	0.0	0.0	0.02	0.01	0.03	0.0	0.01	0.0	0.0	Oprl1	chr2	protein_coding	opioid receptor-like 1
ENSMUSG00000071497.3	0.74	0.34	0.41	0.53	0.43	0.47	0.49	0.67	0.53	0.37	0.47	Nutf2-ps1	chr19	protein_coding	nuclear transport factor 2, pseudogene 1
ENSMUSG00000048495.14	4.78	6.33	6.8	5.25	5.27	5.76	5.62	6.02	5.89	5.69	7.17	Tyw5	chr1	protein_coding	tRNA-yW synthesizing protein 5
